city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
São Paulo,300,4,4,4,19,1,1,2800,11904961,9000
Porto Alegre,29,1,1,0,2,1,0,148,1388794,1380
São Paulo,40,1,1,0,5,1,0,578,11904961,2300
São Paulo,500,4,5,3,0,0,1,550,11904961,13500
São Paulo,45,1,1,1,2,1,0,565,11904961,2300
Rio de Janeiro,75,2,2,1,8,1,0,684,6730729,1800
São Paulo,80,2,2,1,9,1,1,767,11904961,3200
Porto Alegre,65,2,1,0,5,1,0,550,1388794,850
São Paulo,400,5,5,4,0,1,1,3200,11904961,6141
São Paulo,49,1,1,2,8,1,1,2000,11904961,8000
São Paulo,70,2,1,0,12,1,1,715,11904961,2100
São Paulo,130,4,2,6,0,1,0,0,11904961,6100
São Paulo,146,3,4,3,4,1,0,2100,11904961,6000
Porto Alegre,64,2,1,0,7,1,1,650,1388794,2000
São Paulo,63,3,2,1,8,1,0,440,11904961,3300
Belo Horizonte,46,2,1,1,2,1,0,300,2415872,850
São Paulo,90,2,1,0,0,1,0,0,11904961,1199
São Paulo,573,4,5,7,0,1,1,0,11904961,14000
São Paulo,38,1,1,0,6,1,0,0,11904961,1680
Belo Horizonte,70,2,1,1,4,1,1,600,2415872,1500
Belo Horizonte,23,1,1,0,2,0,0,210,2415872,950
São Paulo,84,2,2,1,0,1,0,0,11904961,2000
Rio de Janeiro,40,1,1,1,11,0,1,575,6730729,2500
São Paulo,1600,4,5,12,0,1,0,1,11904961,6900
Belo Horizonte,200,5,3,2,0,1,0,0,2415872,2300
São Paulo,100,3,2,0,0,1,0,0,11904961,3000
Porto Alegre,69,2,2,0,3,1,0,334,1388794,1500
São Paulo,92,3,2,2,4,1,0,0,11904961,2800
São Paulo,120,3,2,4,8,1,0,1365,11904961,4500
Belo Horizonte,90,3,2,2,7,0,0,1080,2415872,2500
São Paulo,53,2,1,1,8,1,1,720,11904961,3250
São Paulo,300,3,3,4,0,1,0,1,11904961,3700
São Paulo,65,2,2,2,21,1,0,650,11904961,3200
Belo Horizonte,269,4,3,2,0,1,0,0,2415872,4900
Campinas,130,3,2,1,7,1,0,1000,1187974,2500
São Paulo,248,3,4,4,9,1,0,4094,11904961,5500
Belo Horizonte,45,1,1,1,6,0,0,251,2415872,1300
São Paulo,130,3,1,2,0,1,0,0,11904961,3800
Porto Alegre,75,2,1,0,10,1,0,600,1388794,1100
Rio de Janeiro,250,2,4,8,0,1,0,0,6730729,4500
São Paulo,35,1,1,1,7,1,1,715,11904961,2370
Rio de Janeiro,130,3,3,1,13,1,0,1510,6730729,2700
São Paulo,30,1,1,0,6,1,1,450,11904961,1700
São Paulo,200,3,4,3,8,1,0,1700,11904961,6800
São Paulo,40,1,1,0,1,1,0,0,11904961,900
Rio de Janeiro,113,3,1,0,3,1,1,1500,6730729,4000
Rio de Janeiro,100,2,2,2,4,1,0,1439,6730729,5500
São Paulo,52,2,1,1,9,1,0,480,11904961,1150
São Paulo,34,1,1,1,4,0,0,475,11904961,2200
São Paulo,73,3,2,3,2,1,0,1100,11904961,1250
Belo Horizonte,210,4,5,3,4,1,0,1635,2415872,5200
Campinas,219,4,5,2,4,1,1,1954,1187974,3800
Belo Horizonte,70,3,2,1,4,1,0,370,2415872,1600
Porto Alegre,65,1,2,2,3,1,0,500,1388794,2500
São Paulo,52,1,1,0,3,0,1,218,11904961,2585
Campinas,80,2,1,1,6,0,0,498,1187974,1000
Rio de Janeiro,74,2,1,1,10,1,0,701,6730729,1768
São Paulo,35,1,1,1,11,1,0,470,11904961,2500
Porto Alegre,193,4,3,4,0,1,1,0,1388794,4000
São Paulo,50,1,1,0,0,1,0,0,11904961,700
Rio de Janeiro,55,2,2,1,5,0,0,720,6730729,850
Campinas,44,1,1,0,8,1,1,310,1187974,770
São Paulo,68,2,1,1,9,1,0,706,11904961,1700
Belo Horizonte,300,3,2,1,2,1,0,600,2415872,2300
Belo Horizonte,70,1,1,0,0,1,0,0,2415872,800
São Paulo,300,4,4,2,0,1,0,0,11904961,8500
Belo Horizonte,203,4,3,3,11,0,0,2500,2415872,6400
São Paulo,240,3,4,3,8,1,0,2900,11904961,7000
Porto Alegre,100,2,3,2,3,1,1,350,1388794,2600
Porto Alegre,137,3,2,3,5,1,0,500,1388794,2800
São Paulo,61,2,2,1,1,1,0,885,11904961,2000
Porto Alegre,60,2,2,1,4,1,0,375,1388794,1500
São Paulo,13,1,1,0,1,1,0,0,11904961,2200
São Paulo,98,2,2,0,21,1,1,1552,11904961,9000
São Paulo,138,2,3,2,22,1,0,1500,11904961,9800
Belo Horizonte,80,2,2,2,19,0,0,950,2415872,4500
Belo Horizonte,30,1,1,0,2,1,0,0,2415872,525
São Paulo,63,2,2,2,10,0,1,783,11904961,2000
Belo Horizonte,95,2,3,2,4,0,0,1389,2415872,4500
São Paulo,54,2,1,1,5,1,1,600,11904961,1100
São Paulo,35,1,1,1,24,1,1,540,11904961,2100
Porto Alegre,44,1,1,0,2,1,1,316,1388794,1163
Rio de Janeiro,140,2,3,2,7,1,0,2400,6730729,6500
São Paulo,70,2,1,0,0,1,0,0,11904961,1700
Belo Horizonte,162,3,3,2,3,1,0,380,2415872,2800
São Paulo,420,4,4,4,19,1,0,4900,11904961,11050
Belo Horizonte,147,4,5,3,3,1,0,1200,2415872,2975
Campinas,80,1,1,1,7,1,0,550,1187974,2800
Rio de Janeiro,89,2,2,2,4,1,1,1744,6730729,3900
São Paulo,163,3,3,3,8,1,1,1532,11904961,2550
São Paulo,330,4,5,2,4,1,0,4400,11904961,12500
São Paulo,70,1,1,1,2,1,0,300,11904961,1200
Rio de Janeiro,104,3,2,1,6,1,0,1077,6730729,2500
Rio de Janeiro,43,1,1,0,7,1,0,1,6730729,1400
São Paulo,67,2,1,1,2,1,1,814,11904961,1300
São Paulo,450,4,5,6,4,1,0,6600,11904961,9900
São Paulo,28,1,1,1,5,1,0,500,11904961,1580
São Paulo,46,1,1,1,12,0,1,1445,11904961,5000
São Paulo,34,1,1,1,7,1,1,510,11904961,3800
São Paulo,33,1,1,1,11,0,1,1680,11904961,2500
São Paulo,90,3,1,1,2,0,0,600,11904961,2400
São Paulo,75,3,3,2,10,1,0,865,11904961,2000
Belo Horizonte,150,6,5,8,0,1,0,0,2415872,8000
São Paulo,300,3,3,3,0,1,0,0,11904961,3500
Porto Alegre,70,2,2,2,3,0,0,700,1388794,1900
Rio de Janeiro,320,3,4,1,11,0,0,2200,6730729,5800
Belo Horizonte,800,4,5,0,0,1,0,0,2415872,4275
São Paulo,400,4,7,4,0,1,1,0,11904961,12000
São Paulo,288,3,3,3,8,1,0,3032,11904961,3325
Rio de Janeiro,90,2,2,1,3,1,0,600,6730729,1200
São Paulo,209,4,4,3,7,0,0,4300,11904961,3900
São Paulo,55,2,1,1,6,1,0,653,11904961,2100
São Paulo,280,4,4,7,0,1,1,890,11904961,4000
São Paulo,190,4,4,4,14,1,0,2000,11904961,8000
São Paulo,294,3,6,3,0,1,0,0,11904961,2400
São Paulo,60,2,1,1,3,1,1,600,11904961,2230
São Paulo,400,4,3,2,0,1,0,0,11904961,3390
São Paulo,350,5,4,8,0,0,0,0,11904961,9000
Belo Horizonte,68,3,2,1,2,1,0,150,2415872,900
Porto Alegre,40,1,1,1,0,1,0,0,1388794,960
São Paulo,220,3,4,3,1,1,0,2750,11904961,5800
São Paulo,200,3,3,3,0,1,0,0,11904961,7000
Campinas,65,2,1,1,7,1,0,550,1187974,1100
São Paulo,225,4,3,2,0,1,1,0,11904961,4400
São Paulo,100,2,2,1,0,1,0,0,11904961,2800
São Paulo,116,4,3,2,8,1,0,1040,11904961,2400
Rio de Janeiro,59,2,1,0,7,0,1,1400,6730729,5000
São Paulo,380,3,2,3,5,1,0,3200,11904961,15000
São Paulo,175,4,3,3,3,1,1,1750,11904961,13000
São Paulo,37,1,1,1,11,1,1,800,11904961,2800
São Paulo,34,1,1,1,2,0,0,490,11904961,1750
Rio de Janeiro,58,1,1,1,11,1,0,650,6730729,1050
São Paulo,72,3,1,1,2,1,0,461,11904961,1600
Belo Horizonte,135,4,2,2,2,1,0,950,2415872,3800
Rio de Janeiro,164,4,3,2,5,1,0,1500,6730729,5000
São Paulo,190,3,3,2,0,1,0,0,11904961,6800
Rio de Janeiro,110,3,1,0,7,1,1,950,6730729,2530
São Paulo,80,2,2,2,0,1,1,1000,11904961,5500
Rio de Janeiro,90,3,2,1,5,1,0,973,6730729,1500
Porto Alegre,54,2,1,1,2,1,0,150,1388794,900
Rio de Janeiro,100,3,2,1,6,1,0,1300,6730729,3800
Porto Alegre,37,1,1,0,1,1,0,270,1388794,650
São Paulo,51,1,2,1,3,0,1,1062,11904961,2100
Campinas,62,2,1,1,0,1,0,370,1187974,1100
São Paulo,70,2,2,2,7,0,1,1726,11904961,3950
Rio de Janeiro,63,2,1,0,4,1,0,600,6730729,1110
São Paulo,127,3,2,1,10,1,0,1393,11904961,6156
São Paulo,230,4,3,2,2,1,0,3200,11904961,10000
Campinas,102,3,3,1,9,1,0,1100,1187974,1500
São Paulo,65,2,2,1,11,1,1,564,11904961,1679
Rio de Janeiro,67,2,1,0,2,1,0,590,6730729,1500
Porto Alegre,56,1,1,0,2,1,0,300,1388794,700
São Paulo,172,3,3,2,14,1,1,2100,11904961,7000
São Paulo,80,2,2,1,8,0,1,1000,11904961,4500
Campinas,156,4,5,3,3,0,0,1950,1187974,935
Campinas,70,1,1,1,11,0,0,365,1187974,1200
Rio de Janeiro,125,3,2,0,4,1,0,950,6730729,5500
Belo Horizonte,90,2,2,2,14,0,0,950,2415872,2600
São Paulo,50,2,1,0,0,0,0,0,11904961,1100
Rio de Janeiro,260,4,3,1,11,1,1,2585,6730729,5500
São Paulo,249,4,2,2,0,1,0,0,11904961,4300
São Paulo,179,3,5,0,11,1,1,2000,11904961,14500
São Paulo,16,1,1,0,8,0,0,320,11904961,2200
Belo Horizonte,350,7,5,5,0,1,0,0,2415872,9000
Rio de Janeiro,28,1,1,0,21,1,0,400,6730729,2285
São Paulo,102,3,2,2,1,1,0,1300,11904961,1900
São Paulo,31,1,1,0,6,1,0,200,11904961,2614
São Paulo,480,4,6,3,0,1,0,0,11904961,10000
São Paulo,290,4,4,4,1,1,0,4900,11904961,1000
São Paulo,35,1,1,1,12,0,1,1170,11904961,2200
São Paulo,24,1,1,0,2,0,0,500,11904961,1420
Porto Alegre,70,2,1,1,2,1,1,100,1388794,1360
Rio de Janeiro,55,2,1,1,9,0,0,800,6730729,1500
Belo Horizonte,120,3,1,1,2,1,0,900,2415872,3000
São Paulo,160,3,3,1,11,1,0,1809,11904961,3370
Campinas,47,1,1,1,9,1,0,470,1187974,600
São Paulo,95,3,2,2,1,1,0,1100,11904961,1600
Belo Horizonte,300,4,3,3,3,1,0,1400,2415872,7500
Belo Horizonte,210,4,3,3,3,1,0,360,2415872,3300
Porto Alegre,45,1,1,1,18,0,0,450,1388794,2000
São Paulo,87,2,1,1,5,1,0,800,11904961,1220
São Paulo,250,4,4,2,17,1,1,2600,11904961,6000
São Paulo,82,3,2,2,2,1,0,1100,11904961,1500
Campinas,93,3,2,2,4,1,0,1459,1187974,2300
São Paulo,142,3,4,3,2,1,0,1200,11904961,6000
Campinas,74,3,2,1,17,1,0,706,1187974,1040
Porto Alegre,36,1,1,0,4,0,1,277,1388794,1290
São Paulo,33,1,1,0,14,1,0,500,11904961,3999
Rio de Janeiro,80,2,1,0,10,0,0,700,6730729,1000
Porto Alegre,90,2,1,1,2,1,1,220,1388794,1350
São Paulo,195,2,3,3,15,1,1,2600,11904961,9200
São Paulo,186,3,2,2,5,1,0,1473,11904961,2200
São Paulo,275,4,4,3,9,1,0,3300,11904961,6800
Belo Horizonte,230,4,4,5,13,1,0,2500,2415872,7500
Porto Alegre,42,1,1,1,11,1,0,372,1388794,2700
Rio de Janeiro,388,4,4,1,2,0,0,6047,6730729,15000
São Paulo,94,3,3,2,1,1,0,750,11904961,2433
São Paulo,260,4,2,2,3,1,0,1715,11904961,6000
Campinas,65,3,2,1,2,0,0,620,1187974,1100
Rio de Janeiro,76,2,1,0,5,1,0,767,6730729,1280
São Paulo,131,4,4,3,1,0,1,2100,11904961,6000
São Paulo,225,3,3,4,6,1,1,1360,11904961,10500
Belo Horizonte,201,4,4,3,2,1,0,1651,2415872,5300
Rio de Janeiro,570,3,6,2,11,1,0,3000,6730729,14000
Porto Alegre,53,2,2,1,3,1,0,360,1388794,1275
Belo Horizonte,240,4,5,3,4,1,0,912,2415872,3500
Rio de Janeiro,50,1,1,0,2,1,0,0,6730729,2700
São Paulo,54,1,1,1,13,0,1,679,11904961,5000
São Paulo,178,2,3,4,1,0,0,3145,11904961,2500
Porto Alegre,50,1,1,0,3,1,0,0,1388794,1100
São Paulo,212,4,3,6,0,1,1,0,11904961,2983
São Paulo,380,4,6,4,7,1,0,3570,11904961,4900
São Paulo,138,2,2,1,11,1,1,1000,11904961,7000
Belo Horizonte,180,4,3,3,4,0,0,1947,2415872,4200
Porto Alegre,43,1,1,1,4,1,0,360,1388794,800
Rio de Janeiro,48,1,1,1,6,1,1,0,6730729,2800
Rio de Janeiro,180,3,3,0,7,1,1,916,6730729,7600
Campinas,70,1,2,1,6,1,1,1500,1187974,2500
Porto Alegre,155,2,2,2,5,1,0,450,1388794,2300
São Paulo,262,3,4,4,8,1,0,4844,11904961,15000
São Paulo,25,1,1,1,25,1,0,331,11904961,2100
São Paulo,50,3,1,1,4,0,0,852,11904961,2500
São Paulo,108,3,2,1,14,1,0,1714,11904961,5000
São Paulo,170,3,2,1,14,1,1,1700,11904961,4500
São Paulo,60,1,1,0,0,1,0,0,11904961,1000
São Paulo,78,3,2,2,10,1,0,650,11904961,2400
Belo Horizonte,170,3,2,0,0,1,0,0,2415872,5000
Rio de Janeiro,20,1,1,0,2,1,0,0,6730729,600
Porto Alegre,500,5,4,4,4,0,0,2000,1388794,4000
São Paulo,248,3,4,4,2,1,0,3163,11904961,14000
São Paulo,145,3,3,2,7,1,0,1400,11904961,5500
São Paulo,50,1,1,1,10,0,1,1436,11904961,7800
Porto Alegre,44,1,2,0,3,1,0,140,1388794,1350
São Paulo,200,3,2,2,0,1,0,0,11904961,4500
Belo Horizonte,58,2,2,1,5,1,0,400,2415872,999
São Paulo,280,3,4,4,4,1,0,5000,11904961,15000
São Paulo,52,1,1,1,7,1,1,1500,11904961,3000
São Paulo,271,3,3,2,0,1,0,0,11904961,8000
São Paulo,223,4,4,7,0,1,0,0,11904961,5500
São Paulo,263,4,5,4,21,1,0,2900,11904961,12500
Porto Alegre,157,4,3,1,12,1,1,1150,1388794,3500
São Paulo,323,5,5,3,0,1,0,0,11904961,4800
São Paulo,80,2,2,1,0,0,0,0,11904961,2188
São Paulo,70,2,2,2,1,1,1,858,11904961,6000
Belo Horizonte,74,3,2,1,1,1,0,450,2415872,1000
Belo Horizonte,66,3,1,2,3,1,0,250,2415872,1100
São Paulo,80,2,1,1,6,1,0,800,11904961,1275
Porto Alegre,100,3,2,2,0,1,0,0,1388794,3000
São Paulo,218,4,4,2,1,1,0,2250,11904961,5500
Rio de Janeiro,73,2,1,1,4,1,0,625,6730729,1200
Rio de Janeiro,230,4,2,2,1,1,1,4000,6730729,13000
São Paulo,80,3,5,2,4,0,0,3460,11904961,12000
Belo Horizonte,180,3,3,3,4,1,0,331,2415872,4200
Rio de Janeiro,85,3,2,1,15,1,0,710,6730729,2500
São Paulo,37,1,1,0,0,0,0,0,11904961,900
Porto Alegre,65,2,1,0,3,1,0,140,1388794,985
São Paulo,440,4,3,2,3,1,0,4200,11904961,8000
São Paulo,74,3,2,1,6,1,0,513,11904961,1715
São Paulo,180,3,4,3,12,1,0,2047,11904961,1800
São Paulo,198,3,3,0,14,1,0,2070,11904961,6000
Rio de Janeiro,170,3,4,3,3,1,0,2000,6730729,5000
São Paulo,240,3,4,3,7,1,1,4000,11904961,8500
São Paulo,59,2,2,0,5,0,0,754,11904961,1990
São Paulo,525,5,4,4,0,1,0,0,11904961,8330
São Paulo,226,4,4,4,2,1,0,2850,11904961,3000
São Paulo,60,2,2,2,0,1,0,170,11904961,1950
Porto Alegre,43,2,1,0,6,0,0,382,1388794,1570
São Paulo,158,4,4,3,3,1,0,2100,11904961,6600
Porto Alegre,42,1,1,1,3,1,1,162,1388794,1400
Belo Horizonte,66,2,1,1,13,1,0,385,2415872,550
São Paulo,39,1,1,1,24,0,1,600,11904961,4200
São Paulo,64,1,2,1,4,1,1,850,11904961,3700
São Paulo,70,3,2,0,0,1,0,0,11904961,1500
São Paulo,30,1,1,1,9,1,0,1,11904961,1930
São Paulo,135,3,3,0,1,0,0,1400,11904961,3810
São Paulo,170,3,2,1,5,1,0,860,11904961,6500
Rio de Janeiro,120,3,2,1,3,1,0,1700,6730729,7500
Belo Horizonte,92,2,1,0,0,1,0,0,2415872,1200
Belo Horizonte,183,4,4,4,8,1,0,1695,2415872,9300
São Paulo,210,3,3,2,15,0,1,3500,11904961,8667
Campinas,119,3,3,2,14,1,0,663,1187974,5500
Rio de Janeiro,298,5,3,2,3,1,0,2200,6730729,4100
Belo Horizonte,260,3,2,4,0,1,0,0,2415872,2600
Belo Horizonte,201,4,4,4,7,1,0,1800,2415872,7300
São Paulo,200,3,4,4,0,0,0,0,11904961,4000
São Paulo,60,2,1,1,7,1,1,785,11904961,3800
Rio de Janeiro,70,2,1,1,0,1,0,300,6730729,2000
São Paulo,135,3,2,1,21,1,1,950,11904961,7500
São Paulo,336,6,2,3,0,1,0,0,11904961,6350
São Paulo,300,3,4,6,0,1,0,0,11904961,3200
Rio de Janeiro,600,5,5,4,12,1,0,4300,6730729,8000
São Paulo,60,3,3,2,0,1,0,0,11904961,2700
São Paulo,254,3,4,4,1,0,1,3100,11904961,7000
São Paulo,210,3,5,4,6,1,1,3301,11904961,11900
São Paulo,178,3,4,2,4,0,0,2450,11904961,10000
São Paulo,45,1,1,0,0,0,0,0,11904961,1000
Rio de Janeiro,70,3,1,0,3,1,0,474,6730729,750
São Paulo,181,4,5,3,5,1,0,2100,11904961,2600
Belo Horizonte,72,2,2,1,4,1,0,370,2415872,1700
São Paulo,60,2,2,1,21,1,1,1600,11904961,5550
São Paulo,55,2,1,1,3,1,0,496,11904961,1800
São Paulo,94,1,2,2,2,0,1,1356,11904961,13000
Rio de Janeiro,210,3,2,1,6,1,0,3200,6730729,14080
São Paulo,37,1,1,1,21,1,0,541,11904961,4000
São Paulo,41,2,1,0,16,1,0,270,11904961,1200
São Paulo,240,3,4,3,1,1,1,5100,11904961,11000
Porto Alegre,70,2,1,0,12,1,0,500,1388794,1105
Belo Horizonte,55,3,1,1,3,0,0,199,2415872,800
Rio de Janeiro,150,3,1,0,3,1,0,450,6730729,1500
Rio de Janeiro,55,2,2,1,13,1,0,500,6730729,1330
São Paulo,390,3,3,2,0,1,1,0,11904961,7500
Porto Alegre,73,3,2,1,1,1,0,354,1388794,1777
Campinas,57,1,1,1,2,1,0,690,1187974,2600
Rio de Janeiro,93,3,1,0,0,1,0,400,6730729,1500
Rio de Janeiro,88,2,2,2,3,1,0,957,6730729,2500
São Paulo,330,4,6,3,7,1,0,5457,11904961,15000
São Paulo,130,3,3,2,1,1,1,1150,11904961,2350
São Paulo,170,4,3,2,15,0,1,3000,11904961,10000
São Paulo,220,3,4,4,2,1,0,3167,11904961,5500
São Paulo,59,2,1,1,6,1,0,600,11904961,1600
São Paulo,500,4,4,3,0,1,0,0,11904961,10800
Rio de Janeiro,70,3,2,0,1,1,0,0,6730729,1500
Rio de Janeiro,55,1,1,1,5,0,0,538,6730729,1250
Belo Horizonte,35,1,1,1,5,1,1,600,2415872,1080
São Paulo,33,1,1,1,12,1,1,565,11904961,3200
Belo Horizonte,80,3,2,1,1,1,0,280,2415872,1200
Belo Horizonte,2000,4,2,3,0,1,0,0,2415872,4956
São Paulo,60,1,1,1,20,0,1,490,11904961,3250
Porto Alegre,48,2,1,0,1,1,0,400,1388794,950
Campinas,53,1,1,1,13,1,0,494,1187974,650
São Paulo,96,3,1,1,10,1,0,1140,11904961,2800
São Paulo,25,1,1,0,2,0,1,0,11904961,1750
São Paulo,83,1,1,1,15,0,1,4000,11904961,6000
Porto Alegre,70,2,2,2,12,1,0,500,1388794,1800
São Paulo,80,1,1,0,0,1,0,0,11904961,1200
Belo Horizonte,45,1,1,0,1,0,0,0,2415872,1100
São Paulo,43,1,1,0,5,1,1,1195,11904961,680
São Paulo,250,5,4,5,6,1,0,2300,11904961,2800
São Paulo,350,5,6,6,10,1,0,7000,11904961,15000
Campinas,190,4,4,2,14,1,0,900,1187974,3200
São Paulo,117,3,4,4,14,1,0,1500,11904961,2700
Rio de Janeiro,75,2,1,1,6,0,0,379,6730729,580
Belo Horizonte,113,4,2,2,11,1,0,1600,2415872,4900
Porto Alegre,46,1,1,1,2,1,0,380,1388794,650
São Paulo,100,3,2,1,0,1,0,0,11904961,3500
São Paulo,35,1,1,0,0,0,0,0,11904961,500
São Paulo,300,4,5,1,8,1,1,3700,11904961,8550
Campinas,57,2,1,1,1,1,1,370,1187974,1000
São Paulo,35,1,1,0,6,1,0,285,11904961,1600
Rio de Janeiro,110,3,2,2,2,1,0,1050,6730729,2750
São Paulo,106,2,3,2,14,1,1,1109,11904961,3980
Rio de Janeiro,120,3,3,1,3,1,0,1260,6730729,3500
Porto Alegre,40,1,1,0,5,0,1,0,1388794,2000
Rio de Janeiro,97,3,1,0,3,1,0,390,6730729,2080
Rio de Janeiro,160,3,1,2,0,1,0,0,6730729,2800
São Paulo,80,4,4,3,5,1,0,3450,11904961,6000
São Paulo,297,4,5,5,19,1,0,3182,11904961,11700
São Paulo,400,5,4,6,0,1,1,0,11904961,6500
Rio de Janeiro,90,3,1,0,2,1,0,250,6730729,1500
Rio de Janeiro,93,3,3,1,7,1,0,1307,6730729,2990
São Paulo,37,1,1,1,9,1,1,658,11904961,2700
São Paulo,300,4,2,2,1,1,1,3000,11904961,6500
São Paulo,217,3,4,3,3,1,0,3400,11904961,1900
São Paulo,77,3,2,2,14,0,0,830,11904961,6200
São Paulo,150,3,4,3,18,0,1,2200,11904961,7500
São Paulo,60,2,1,0,10,1,0,453,11904961,1654
São Paulo,140,3,2,1,13,1,0,1141,11904961,2900
Belo Horizonte,96,3,2,1,6,1,0,200,2415872,2000
São Paulo,55,1,1,1,1,1,1,577,11904961,5600
São Paulo,170,3,2,2,0,1,0,0,11904961,4200
Rio de Janeiro,70,2,2,1,11,1,0,1000,6730729,1400
São Paulo,400,10,9,8,0,1,0,0,11904961,8330
Belo Horizonte,209,4,4,4,11,1,0,2140,2415872,7300
Rio de Janeiro,91,2,2,2,3,1,1,4495,6730729,5500
São Paulo,328,3,4,4,18,1,1,1382,11904961,6000
Belo Horizonte,92,3,3,2,2,1,0,300,2415872,1600
Rio de Janeiro,50,2,1,1,11,1,0,830,6730729,1650
Rio de Janeiro,85,2,1,0,0,1,0,470,6730729,2800
São Paulo,72,2,2,0,1,1,1,700,11904961,3000
Rio de Janeiro,140,4,2,1,9,1,0,1600,6730729,3900
São Paulo,70,2,2,1,1,0,0,390,11904961,1500
São Paulo,130,3,3,3,5,0,0,2200,11904961,3500
São Paulo,387,4,6,6,4,1,0,4246,11904961,6647
Campinas,126,3,3,2,1,1,0,780,1187974,3600
São Paulo,104,3,2,2,1,0,0,1040,11904961,3800
São Paulo,550,4,4,4,0,1,0,0,11904961,14000
São Paulo,51,1,1,0,9,1,0,367,11904961,1950
Belo Horizonte,140,4,3,3,4,1,0,1200,2415872,3400
São Paulo,70,2,2,2,1,1,0,550,11904961,1750
Rio de Janeiro,140,3,2,1,4,0,1,1600,6730729,4000
Rio de Janeiro,20,1,1,0,1,1,0,375,6730729,1250
São Paulo,365,3,5,2,5,1,1,1950,11904961,8500
Porto Alegre,200,2,3,2,12,1,1,1800,1388794,12750
São Paulo,40,1,1,0,0,0,0,185,11904961,850
Campinas,66,1,1,1,2,1,1,900,1187974,5000
São Paulo,161,1,2,2,10,0,0,2162,11904961,7000
Rio de Janeiro,75,2,1,0,5,1,0,915,6730729,2350
Campinas,110,3,1,2,0,1,0,0,1187974,1900
Campinas,82,2,1,1,1,1,0,300,1187974,600
São Paulo,23,1,1,0,7,1,1,430,11904961,1800
São Paulo,65,3,2,1,2,1,0,512,11904961,1740
Porto Alegre,40,1,1,0,1,1,1,0,1388794,816
Campinas,129,3,2,2,1,1,0,1411,1187974,3310
São Paulo,114,1,1,1,6,1,0,987,11904961,2800
São Paulo,200,2,2,2,0,1,0,1,11904961,3000
Porto Alegre,101,3,2,2,8,1,1,541,1388794,4200
Belo Horizonte,50,2,1,0,0,0,0,0,2415872,950
São Paulo,400,4,3,2,0,1,0,0,11904961,8000
São Paulo,71,2,1,1,7,1,0,785,11904961,2559
Porto Alegre,72,2,1,0,3,0,0,100,1388794,900
São Paulo,250,4,4,3,5,0,1,4341,11904961,8000
Campinas,50,2,1,1,3,1,0,0,1187974,1000
Campinas,180,3,2,1,11,1,0,1060,1187974,2200
Porto Alegre,31,1,1,0,4,1,0,250,1388794,586
Rio de Janeiro,86,2,1,0,7,1,0,730,6730729,1650
Belo Horizonte,200,4,3,2,4,1,0,1164,2415872,4000
São Paulo,130,3,2,1,6,1,0,1550,11904961,5500
Porto Alegre,38,1,1,0,10,1,0,330,1388794,1800
São Paulo,20,1,1,0,1,0,1,0,11904961,1950
Porto Alegre,140,3,2,2,3,1,1,1300,1388794,3200
Porto Alegre,40,1,1,0,3,1,0,250,1388794,930
São Paulo,65,2,2,1,8,1,0,956,11904961,3800
Belo Horizonte,300,5,3,3,0,1,0,0,2415872,8500
Porto Alegre,30,1,1,0,3,0,0,250,1388794,650
São Paulo,41,1,1,0,3,1,0,350,11904961,1760
Belo Horizonte,98,3,2,1,2,0,0,325,2415872,1400
Campinas,50,1,1,0,11,0,0,430,1187974,702
Belo Horizonte,68,2,2,2,5,1,0,1365,2415872,3900
São Paulo,193,3,3,3,1,0,0,3100,11904961,6500
São Paulo,32,1,1,1,15,1,0,350,11904961,1880
Rio de Janeiro,36,1,1,0,4,1,0,435,6730729,1300
São Paulo,167,3,1,0,0,1,0,0,11904961,1500
Rio de Janeiro,25,1,1,0,1,1,0,400,6730729,2006
São Paulo,50,2,1,1,15,1,0,295,11904961,1500
Rio de Janeiro,125,2,4,1,2,0,0,3000,6730729,6500
Porto Alegre,85,3,2,2,8,1,1,700,1388794,3400
Porto Alegre,170,2,2,0,19,1,1,800,1388794,2700
São Paulo,300,5,6,2,0,0,0,0,11904961,8000
São Paulo,23,1,1,1,12,1,1,600,11904961,2800
Porto Alegre,160,2,4,2,8,1,0,1500,1388794,7000
Belo Horizonte,210,3,5,4,3,1,0,2660,2415872,7200
São Paulo,120,3,3,2,0,1,0,0,11904961,4200
Rio de Janeiro,406,3,4,2,3,1,1,3200,6730729,15000
Campinas,63,2,1,1,0,0,0,352,1187974,1750
São Paulo,127,3,4,2,6,0,1,1227,11904961,3500
São Paulo,90,3,2,2,11,0,0,3160,11904961,5000
Belo Horizonte,373,4,5,7,0,1,0,0,2415872,11500
São Paulo,650,4,6,5,0,1,0,0,11904961,10000
São Paulo,250,3,3,2,7,1,1,2750,11904961,5500
Belo Horizonte,318,4,2,2,0,0,0,0,2415872,4500
São Paulo,22,1,1,0,0,1,0,0,11904961,976
Rio de Janeiro,64,2,1,0,8,1,1,950,6730729,2700
São Paulo,172,4,5,3,9,1,0,2655,11904961,5500
São Paulo,108,3,3,2,2,0,0,1265,11904961,2200
São Paulo,31,1,1,1,11,1,0,520,11904961,2700
Belo Horizonte,90,2,1,2,1,1,0,311,2415872,1800
Rio de Janeiro,81,2,1,0,6,1,0,1050,6730729,2650
